observation_city;observation_station;observation_time;observation_temperature;observation_wind_speed;obeservation_rain;observation_sky
SZEGED;1;2017-05-01 10:05:00;19.4;0;0;PARTLY_CLOUDY
SZEGED;2;2017-05-01 10:07:00;13.5;1.45;1.2;HEAVY_CLOUDS
SOPRON;1;2017-05-01 10:09:00;17.3;0;0;CLEAR
SOPRON;2;2017-05-01 10:11:00;16.1;0;0;CLOUDY
DEBRECEN;1;2017-05-01 10:13:00;13.4;0;0;CLOUDY
DEBRECEN;2;2017-05-01 10:15:00;13.2;2.305;0.6;PARTLY_CLOUDY
DEBRECEN;3;2017-05-01 10:17:00;15.5;0;0;CLEAR
BUDAPEST;1;2017-05-01 10:19:00;18.7;0;0;PARTLY_CLOUDY
BUDAPEST;2;2017-05-01 10:21:00;19.9;0.42;2.8;HEAVY_CLOUDS
BUDAPEST;3;2017-05-01 10:23:00;21.7;0;0;CLEAR
SZEGED;1;2017-05-01 10:25:00;22.5;0;0;FOG
SZEGED;2;2017-05-01 10:27:00;18.7;0;0;HEAVY_CLOUDS
SOPRON;1;2017-05-01 10:29:00;13.5;0;0;PARTLY_CLOUDY
SOPRON;2;2017-05-01 10:31:00;10.4;0;0;CLOUDY
DEBRECEN;1;2017-05-01 10:33:00;17;0;0;HEAVY_CLOUDS
DEBRECEN;2;2017-05-01 10:35:00;19;0;0;HEAVY_CLOUDS
DEBRECEN;3;2017-05-01 10:37:00;21.2;0;0;FOG
BUDAPEST;1;2017-05-01 10:39:00;23.5;0;0;CLOUDY
BUDAPEST;2;2017-05-01 10:41:00;22.4;0;0;PARTLY_CLOUDY
BUDAPEST;3;2017-05-01 10:43:00;21.5;0;0;HEAVY_CLOUDS
SZEGED;1;2017-05-01 10:45:00;23.1;2.745;0.7;PARTLY_CLOUDY
SZEGED;2;2017-05-01 10:47:00;23.8;1.515;0.4;HEAVY_CLOUDS
SOPRON;1;2017-05-01 10:49:00;19.2;0;0;CLOUDY
SOPRON;2;2017-05-01 10:51:00;18.8;0;0;HEAVY_CLOUDS
DEBRECEN;1;2017-05-01 10:53:00;22.5;0;0;CLOUDY
DEBRECEN;2;2017-05-01 10:55:00;23.6;0;0;CLEAR
DEBRECEN;3;2017-05-01 10:57:00;19.2;0;0;CLEAR
BUDAPEST;1;2017-05-01 10:59:00;16.2;0;0;FOG
BUDAPEST;2;2017-05-01 11:01:00;11.8;0;0;HEAVY_CLOUDS
BUDAPEST;3;2017-05-01 11:03:00;11;0;0;HEAVY_CLOUDS
SZEGED;1;2017-05-01 11:05:00;11.1;0;0;CLEAR
SZEGED;2;2017-05-01 11:07:00;14.9;0;0;HEAVY_CLOUDS
SOPRON;1;2017-05-01 11:09:00;15.8;0;0;HEAVY_CLOUDS
SOPRON;2;2017-05-01 11:11:00;17.4;0;0;HEAVY_CLOUDS
DEBRECEN;1;2017-05-01 11:13:00;14.8;0;0;PARTLY_CLOUDY
DEBRECEN;2;2017-05-01 11:15:00;16;7.81;1.7;HEAVY_CLOUDS
DEBRECEN;3;2017-05-01 11:17:00;21.8;0;0;CLEAR
BUDAPEST;1;2017-05-01 11:19:00;19.1;24.615;5.7;PARTLY_CLOUDY
BUDAPEST;2;2017-05-01 11:21:00;20.5;0;0;FOG
BUDAPEST;3;2017-05-01 11:23:00;23.5;0;0;CLEAR
SZEGED;1;2017-05-01 11:25:00;22.6;23.905;5.1;HEAVY_CLOUDS
SZEGED;2;2017-05-01 11:27:00;20.4;0;0;CLOUDY
SOPRON;1;2017-05-01 11:29:00;16.3;0;0;PARTLY_CLOUDY
SOPRON;2;2017-05-01 11:31:00;16.7;0;0;PARTLY_CLOUDY
DEBRECEN;1;2017-05-01 11:33:00;20.4;0.85;1;PARTLY_CLOUDY
DEBRECEN;2;2017-05-01 11:35:00;23.2;24.875;12.6;HEAVY_CLOUDS
DEBRECEN;3;2017-05-01 11:37:00;22.3;7.145;2.3;PARTLY_CLOUDY
BUDAPEST;1;2017-05-01 11:39:00;20.1;0;0;PARTLY_CLOUDY
BUDAPEST;2;2017-05-01 11:41:00;22.3;0;0;HEAVY_CLOUDS
BUDAPEST;3;2017-05-01 11:43:00;25.7;0;0;CLOUDY
SZEGED;1;2017-05-01 11:45:00;16.5;0;0;CLOUDY
SZEGED;2;2017-05-01 11:47:00;13.8;0;0;CLEAR
SOPRON;1;2017-05-01 11:49:00;15.2;0;0;CLOUDY
SOPRON;2;2017-05-01 11:51:00;17.8;0;0;CLOUDY
DEBRECEN;1;2017-05-01 11:53:00;19.6;0;0;PARTLY_CLOUDY
DEBRECEN;2;2017-05-01 11:55:00;20.3;0.265;2.8;CLEAR
DEBRECEN;3;2017-05-01 11:57:00;19.5;0;0;HEAVY_CLOUDS
BUDAPEST;1;2017-05-01 11:59:00;20.6;0;0;PARTLY_CLOUDY
BUDAPEST;2;2017-05-01 12:01:00;20.1;0;0;CLOUDY
BUDAPEST;3;2017-05-01 12:03:00;21.4;0;0;PARTLY_CLOUDY
SZEGED;1;2017-05-01 12:05:00;23.9;0;0;CLEAR
SZEGED;2;2017-05-01 12:07:00;4.7;0;0;PARTLY_CLOUDY
SOPRON;1;2017-05-01 12:09:00;5.1;0;0;FOG
SOPRON;2;2017-05-01 12:11:00;6.9;0;0;PARTLY_CLOUDY
DEBRECEN;1;2017-05-01 12:13:00;6.9;0;0;FOG
DEBRECEN;2;2017-05-01 12:15:00;8.1;0;0;CLOUDY
DEBRECEN;3;2017-05-01 12:17:00;8.8;0;0;HEAVY_CLOUDS
BUDAPEST;1;2017-05-01 12:19:00;6.4;0;0;FOG
BUDAPEST;2;2017-05-01 12:21:00;5.9;0;0;FOG
BUDAPEST;3;2017-05-01 12:23:00;6.6;2.49;0.5;HEAVY_CLOUDS
SZEGED;1;2017-05-01 12:25:00;5.6;0;0;FOG
SZEGED;2;2017-05-01 12:27:00;4.8;0;0;CLEAR
SOPRON;1;2017-05-01 12:29:00;5.1;18.525;4.8;CLOUDY
SOPRON;2;2017-05-01 12:31:00;5.3;1.085;0.3;HEAVY_CLOUDS
DEBRECEN;1;2017-05-01 12:33:00;5.4;21.965;5.7;CLOUDY
DEBRECEN;2;2017-05-01 12:35:00;5.5;144.63;34.2;CLOUDY
DEBRECEN;3;2017-05-01 12:37:00;7.5;1.175;5;FOG
BUDAPEST;1;2017-05-01 12:39:00;6.7;0;0;PARTLY_CLOUDY
BUDAPEST;2;2017-05-01 12:41:00;4.5;0;0;HEAVY_CLOUDS
BUDAPEST;3;2017-05-01 12:43:00;3.5;2.12;1.2;PARTLY_CLOUDY
SZEGED;1;2017-05-01 12:45:00;3;0;0;CLOUDY
SZEGED;2;2017-05-01 12:47:00;4.2;0;0;CLEAR
SOPRON;1;2017-05-01 12:49:00;5;0;0;PARTLY_CLOUDY
SOPRON;2;2017-05-01 12:51:00;8.3;0;0;CLEAR
DEBRECEN;1;2017-05-01 12:53:00;5.3;13.495;4;CLEAR
DEBRECEN;2;2017-05-01 12:55:00;1.7;1.45;0.3;CLEAR
DEBRECEN;3;2017-05-01 12:57:00;4;0.91;0.2;CLOUDY
BUDAPEST;1;2017-05-01 12:59:00;7.5;0;0;FOG
BUDAPEST;2;2017-05-01 13:01:00;12.4;0;0;HEAVY_CLOUDS
BUDAPEST;3;2017-05-01 13:03:00;11.1;0;0;FOG
SZEGED;1;2017-05-01 13:05:00;10.1;0;0;CLEAR
SZEGED;2;2017-05-01 13:07:00;11.9;22.715;9.3;FOG
SOPRON;1;2017-05-01 13:09:00;13.5;7.36;3.6;CLOUDY
SOPRON;2;2017-05-01 13:11:00;14.4;23.615;7.2;HEAVY_CLOUDS
DEBRECEN;1;2017-05-01 13:13:00;14.9;13.315;21.1;PARTLY_CLOUDY
DEBRECEN;2;2017-05-01 13:15:00;16.5;3.05;4.2;PARTLY_CLOUDY
DEBRECEN;3;2017-05-01 13:17:00;18.2;0;0;FOG
BUDAPEST;1;2017-05-01 13:19:00;18;0;0;CLEAR
BUDAPEST;2;2017-05-01 13:21:00;17.7;0.08;2.2;HEAVY_CLOUDS
BUDAPEST;3;2017-05-01 13:23:00;17.8;0;0;PARTLY_CLOUDY
SZEGED;1;2017-05-01 13:25:00;17.8;2.94;3.2;CLEAR
SZEGED;2;2017-05-01 13:27:00;18.4;0.335;0.5;CLOUDY
SOPRON;1;2017-05-01 13:29:00;18.6;0;0;HEAVY_CLOUDS
SOPRON;2;2017-05-01 13:31:00;17.6;7.315;3.5;CLOUDY
DEBRECEN;1;2017-05-01 13:33:00;16.4;0;0;CLEAR
DEBRECEN;2;2017-05-01 13:35:00;14.7;0;0;FOG
DEBRECEN;3;2017-05-01 13:37:00;16.7;2.2;0.7;CLOUDY
BUDAPEST;1;2017-05-01 13:39:00;17.1;0.145;0.1;CLEAR
BUDAPEST;2;2017-05-01 13:41:00;14.9;0;0;FOG
BUDAPEST;3;2017-05-01 13:43:00;14.4;0.025;0.4;HEAVY_CLOUDS
SZEGED;1;2017-05-01 13:45:00;16.7;4.89;1.8;FOG
SZEGED;2;2017-05-01 13:47:00;18.3;7.465;2.4;CLEAR
SOPRON;1;2017-05-01 13:49:00;17.5;0.15;0.1;HEAVY_CLOUDS
SOPRON;2;2017-05-01 13:51:00;16.5;0;0;PARTLY_CLOUDY
DEBRECEN;1;2017-05-01 13:53:00;13.1;0;0;HEAVY_CLOUDS
DEBRECEN;2;2017-05-01 13:55:00;15.7;0;0;CLEAR
DEBRECEN;3;2017-05-01 13:57:00;15.3;0.185;0.1;HEAVY_CLOUDS
BUDAPEST;1;2017-05-01 13:59:00;14;0;0;FOG
BUDAPEST;2;2017-05-01 14:01:00;15.4;0.415;0.1;FOG
BUDAPEST;3;2017-05-01 14:03:00;16.7;0;0;PARTLY_CLOUDY
SZEGED;1;2017-05-01 14:05:00;17.3;0;0;CLEAR
SZEGED;2;2017-05-01 14:07:00;18.3;0;0;CLEAR
SOPRON;1;2017-05-01 14:09:00;19.4;0;0;CLOUDY
SOPRON;2;2017-05-01 14:11:00;13.5;37.685;7.8;CLOUDY
DEBRECEN;1;2017-05-01 14:13:00;17.3;0;0;FOG
DEBRECEN;2;2017-05-01 14:15:00;16.1;2.095;0.6;PARTLY_CLOUDY
DEBRECEN;3;2017-05-01 14:17:00;13.4;1.88;1.9;HEAVY_CLOUDS
BUDAPEST;1;2017-05-01 14:19:00;13.2;7.505;28.7;PARTLY_CLOUDY
BUDAPEST;2;2017-05-01 14:21:00;15.5;14.095;4.9;HEAVY_CLOUDS
BUDAPEST;3;2017-05-01 14:23:00;18.7;0.245;0.7;FOG
SZEGED;1;2017-05-01 14:25:00;19.9;0.29;0.4;PARTLY_CLOUDY
SZEGED;2;2017-05-01 14:27:00;21.7;5.14;1.6;HEAVY_CLOUDS
SOPRON;1;2017-05-01 14:29:00;22.5;0.15;0.1;FOG
SOPRON;2;2017-05-01 14:31:00;18.7;0;0;HEAVY_CLOUDS
DEBRECEN;1;2017-05-01 14:33:00;13.5;0;0;HEAVY_CLOUDS
DEBRECEN;2;2017-05-01 14:35:00;10.4;0;0;HEAVY_CLOUDS
DEBRECEN;3;2017-05-01 14:37:00;17;0;0;FOG
BUDAPEST;1;2017-05-01 14:39:00;19;0;0;FOG
BUDAPEST;2;2017-05-01 14:41:00;21.2;0;0;FOG
BUDAPEST;3;2017-05-01 14:43:00;23.5;0;0;CLOUDY
SZEGED;1;2017-05-01 14:45:00;22.4;0;0;CLOUDY
SZEGED;2;2017-05-01 14:47:00;21.5;2.62;1.1;HEAVY_CLOUDS
SOPRON;1;2017-05-01 14:49:00;23.1;18.975;4.1;FOG
SOPRON;2;2017-05-01 14:51:00;23.8;0;0;FOG
DEBRECEN;1;2017-05-01 14:53:00;19.2;0;0;PARTLY_CLOUDY
DEBRECEN;2;2017-05-01 14:55:00;18.8;3.195;2.3;CLOUDY
DEBRECEN;3;2017-05-01 14:57:00;22.5;0;0;CLEAR
BUDAPEST;1;2017-05-01 14:59:00;23.6;0;0;FOG
BUDAPEST;2;2017-05-01 15:01:00;19.2;5.055;2.3;CLEAR
BUDAPEST;3;2017-05-01 15:03:00;16.2;0.35;0.3;HEAVY_CLOUDS
SZEGED;1;2017-05-01 15:05:00;11.8;0;0;HEAVY_CLOUDS
SZEGED;2;2017-05-01 15:07:00;11;0;0;PARTLY_CLOUDY
SOPRON;1;2017-05-01 15:09:00;11.1;0.85;1.3;CLEAR
SOPRON;2;2017-05-01 15:11:00;14.9;0;0;CLEAR
DEBRECEN;1;2017-05-01 15:13:00;15.8;0;0;CLEAR
DEBRECEN;2;2017-05-01 15:15:00;17.4;0;0;PARTLY_CLOUDY
DEBRECEN;3;2017-05-01 15:17:00;14.8;0;0;HEAVY_CLOUDS
BUDAPEST;1;2017-05-01 15:19:00;16;0;0;FOG
BUDAPEST;2;2017-05-01 15:21:00;21.8;0;0;CLOUDY
BUDAPEST;3;2017-05-01 15:23:00;19.1;4.41;1;CLEAR
SZEGED;1;2017-05-01 15:25:00;20.5;0;0;PARTLY_CLOUDY
SZEGED;2;2017-05-01 15:27:00;23.5;0;0;CLEAR
SOPRON;1;2017-05-01 15:29:00;22.6;0;0;FOG
SOPRON;2;2017-05-01 15:31:00;20.4;0;0;PARTLY_CLOUDY
DEBRECEN;1;2017-05-01 15:33:00;16.3;0;0;HEAVY_CLOUDS
DEBRECEN;2;2017-05-01 15:35:00;16.7;3.15;0.8;PARTLY_CLOUDY
DEBRECEN;3;2017-05-01 15:37:00;20.4;0.325;0.1;HEAVY_CLOUDS
BUDAPEST;1;2017-05-01 15:39:00;23.2;0;0;CLEAR
BUDAPEST;2;2017-05-01 15:41:00;22.3;0;0;PARTLY_CLOUDY
BUDAPEST;3;2017-05-01 15:43:00;20.1;0;0;FOG
SZEGED;1;2017-05-01 15:45:00;22.3;0;0;PARTLY_CLOUDY
SZEGED;2;2017-05-01 15:47:00;25.7;0;0;CLEAR
SOPRON;1;2017-05-01 15:49:00;16.5;0;0;FOG
SOPRON;2;2017-05-01 15:51:00;13.8;0.395;0.1;HEAVY_CLOUDS
DEBRECEN;1;2017-05-01 15:53:00;15.2;0.015;0.7;FOG
DEBRECEN;2;2017-05-01 15:55:00;17.8;7.72;1.7;CLOUDY
DEBRECEN;3;2017-05-01 15:57:00;19.6;0.095;0.7;CLOUDY
BUDAPEST;1;2017-05-01 15:59:00;20.3;0;0;PARTLY_CLOUDY
BUDAPEST;2;2017-05-01 16:01:00;19.5;3.05;2.5;CLOUDY
BUDAPEST;3;2017-05-01 16:03:00;20.6;4.285;1;HEAVY_CLOUDS
SZEGED;1;2017-05-01 16:05:00;20.1;0;0;FOG
SZEGED;2;2017-05-01 16:07:00;21.4;0;0;CLOUDY
SOPRON;1;2017-05-01 16:09:00;23.9;0.32;1;PARTLY_CLOUDY
SOPRON;2;2017-05-01 16:11:00;4.7;0;0;CLEAR
DEBRECEN;1;2017-05-01 16:13:00;5.1;0;0;CLEAR
DEBRECEN;2;2017-05-01 16:15:00;6.9;0;0;CLEAR
DEBRECEN;3;2017-05-01 16:17:00;6.9;0;0;HEAVY_CLOUDS
BUDAPEST;1;2017-05-01 16:19:00;8.1;0;0;FOG
BUDAPEST;2;2017-05-01 16:21:00;8.8;0;0;CLEAR
BUDAPEST;3;2017-05-01 16:23:00;6.4;0;0;FOG
SZEGED;1;2017-05-01 16:25:00;5.9;0;0;CLOUDY
SZEGED;2;2017-05-01 16:27:00;6.6;9.255;11.3;HEAVY_CLOUDS
SOPRON;1;2017-05-01 16:29:00;5.6;4.795;3.5;HEAVY_CLOUDS
SOPRON;2;2017-05-01 16:31:00;4.8;23.71;13;HEAVY_CLOUDS
DEBRECEN;1;2017-05-01 16:33:00;5.1;8.45;4.5;PARTLY_CLOUDY
DEBRECEN;2;2017-05-01 16:35:00;5.3;2.945;1.6;PARTLY_CLOUDY
DEBRECEN;3;2017-05-01 16:37:00;5.4;0;0;CLOUDY
BUDAPEST;1;2017-05-01 16:39:00;5.5;2.08;1.2;PARTLY_CLOUDY
BUDAPEST;2;2017-05-01 16:41:00;7.5;0.42;0.1;CLOUDY
BUDAPEST;3;2017-05-01 16:43:00;6.7;0;0;CLOUDY
SZEGED;1;2017-05-01 16:45:00;4.5;0;0;CLOUDY
SZEGED;2;2017-05-01 16:47:00;3.5;0.975;5.1;FOG
SOPRON;1;2017-05-01 16:49:00;3;14.505;5.2;FOG
SOPRON;2;2017-05-01 16:51:00;4.2;13.855;3.4;PARTLY_CLOUDY
DEBRECEN;1;2017-05-01 16:53:00;5;9.065;2.2;PARTLY_CLOUDY
DEBRECEN;2;2017-05-01 16:55:00;8.3;1.165;6;FOG
DEBRECEN;3;2017-05-01 16:57:00;5.3;13.695;6.7;HEAVY_CLOUDS
BUDAPEST;1;2017-05-01 16:59:00;1.7;8.14;3.3;PARTLY_CLOUDY
BUDAPEST;2;2017-05-01 17:01:00;4;0;0;CLOUDY
BUDAPEST;3;2017-05-01 17:03:00;7.5;0;0;PARTLY_CLOUDY
SZEGED;1;2017-05-01 17:05:00;12.4;0.23;0.5;HEAVY_CLOUDS
SZEGED;2;2017-05-01 17:07:00;11.1;2.115;1.8;PARTLY_CLOUDY
SOPRON;1;2017-05-01 17:09:00;10.1;0;0;CLOUDY
SOPRON;2;2017-05-01 17:11:00;11.9;0;0;CLEAR
DEBRECEN;1;2017-05-01 17:13:00;13.5;6.36;3.3;FOG
DEBRECEN;2;2017-05-01 17:15:00;14.4;35.97;7.6;PARTLY_CLOUDY
DEBRECEN;3;2017-05-01 17:17:00;14.9;7.18;4.1;PARTLY_CLOUDY
BUDAPEST;1;2017-05-01 17:19:00;16.5;0;0;CLEAR
BUDAPEST;2;2017-05-01 17:21:00;18.2;6.205;1.6;HEAVY_CLOUDS
BUDAPEST;3;2017-05-01 17:23:00;18;0;0;FOG
SZEGED;1;2017-05-01 17:25:00;17.7;0;0;PARTLY_CLOUDY
SZEGED;2;2017-05-01 17:27:00;17.8;0;0;CLOUDY
SOPRON;1;2017-05-01 17:29:00;17.8;0;0;FOG
SOPRON;2;2017-05-01 17:31:00;18.4;0;0;FOG
DEBRECEN;1;2017-05-01 17:33:00;18.6;0;0;CLOUDY
DEBRECEN;2;2017-05-01 17:35:00;17.6;0;0;CLOUDY
DEBRECEN;3;2017-05-01 17:37:00;16.4;6.505;2.3;FOG
BUDAPEST;1;2017-05-01 17:39:00;14.7;0;0;FOG
BUDAPEST;2;2017-05-01 17:41:00;16.7;0;0;HEAVY_CLOUDS
BUDAPEST;3;2017-05-01 17:43:00;17.1;0;0;CLOUDY
SZEGED;1;2017-05-01 17:45:00;14.9;0;0;FOG
SZEGED;2;2017-05-01 17:47:00;14.4;0;0;PARTLY_CLOUDY
SOPRON;1;2017-05-01 17:49:00;16.7;0;0;CLEAR
SOPRON;2;2017-05-01 17:51:00;18.3;0;0;PARTLY_CLOUDY
DEBRECEN;1;2017-05-01 17:53:00;17.5;4.795;3.4;PARTLY_CLOUDY
DEBRECEN;2;2017-05-01 17:55:00;16.5;10.94;3.5;CLEAR
DEBRECEN;3;2017-05-01 17:57:00;13.1;0;0;CLOUDY
BUDAPEST;1;2017-05-01 17:59:00;15.7;12.47;2.5;FOG
BUDAPEST;2;2017-05-01 18:01:00;15.3;0;0;HEAVY_CLOUDS
BUDAPEST;3;2017-05-01 18:03:00;14;0;0;CLOUDY
SZEGED;1;2017-05-01 18:05:00;15.4;0;0;CLEAR
SZEGED;2;2017-05-01 18:07:00;16.7;3.83;11.9;PARTLY_CLOUDY
SOPRON;1;2017-05-01 18:09:00;17.3;0;0;FOG
SOPRON;2;2017-05-01 18:11:00;18.3;4.85;1.6;PARTLY_CLOUDY
DEBRECEN;1;2017-05-01 18:13:00;19.4;0.06;0.1;CLOUDY
DEBRECEN;2;2017-05-01 18:15:00;13.5;1.06;3.8;HEAVY_CLOUDS
DEBRECEN;3;2017-05-01 18:17:00;17.3;0;0;FOG
BUDAPEST;1;2017-05-01 18:19:00;16.1;0;0;CLEAR
BUDAPEST;2;2017-05-01 18:21:00;13.4;0;0;FOG
BUDAPEST;3;2017-05-01 18:23:00;13.2;0;0;FOG
SZEGED;1;2017-05-01 18:25:00;15.5;36.905;11.4;HEAVY_CLOUDS
SZEGED;2;2017-05-01 18:27:00;18.7;19.095;7.7;FOG
SOPRON;1;2017-05-01 18:29:00;19.9;12.27;10.9;CLEAR
SOPRON;2;2017-05-01 18:31:00;21.7;0;0;HEAVY_CLOUDS
DEBRECEN;1;2017-05-01 18:33:00;22.5;0;0;CLEAR
DEBRECEN;2;2017-05-01 18:35:00;18.7;0;0;PARTLY_CLOUDY
DEBRECEN;3;2017-05-01 18:37:00;13.5;1.42;0.3;CLOUDY
BUDAPEST;1;2017-05-01 18:39:00;10.4;0.595;0.3;PARTLY_CLOUDY
BUDAPEST;2;2017-05-01 18:41:00;17;0;0;FOG
BUDAPEST;3;2017-05-01 18:43:00;19;0;0;CLOUDY
SZEGED;1;2017-05-01 18:45:00;21.2;0;0;FOG
SZEGED;2;2017-05-01 18:47:00;23.5;0;0;FOG
SOPRON;1;2017-05-01 18:49:00;22.4;16.19;8.9;PARTLY_CLOUDY
SOPRON;2;2017-05-01 18:51:00;21.5;0;0;HEAVY_CLOUDS
DEBRECEN;1;2017-05-01 18:53:00;23.1;0;0;CLEAR
DEBRECEN;2;2017-05-01 18:55:00;23.8;1.91;0.7;CLEAR
DEBRECEN;3;2017-05-01 18:57:00;19.2;0.12;1.6;FOG
BUDAPEST;1;2017-05-01 18:59:00;18.8;0;0;HEAVY_CLOUDS
BUDAPEST;2;2017-05-01 19:01:00;22.5;0;0;CLEAR
BUDAPEST;3;2017-05-01 19:03:00;23.6;0;0;CLEAR
SZEGED;1;2017-05-01 19:05:00;19.2;0;0;CLEAR
SZEGED;2;2017-05-01 19:07:00;16.2;143.535;42.9;PARTLY_CLOUDY
SOPRON;1;2017-05-01 19:09:00;11.8;0;0;CLOUDY
SOPRON;2;2017-05-01 19:11:00;11;0;0;CLOUDY
DEBRECEN;1;2017-05-01 19:13:00;11.1;0;0;PARTLY_CLOUDY
DEBRECEN;2;2017-05-01 19:15:00;14.9;0;0;HEAVY_CLOUDS
DEBRECEN;3;2017-05-01 19:17:00;15.8;0;0;CLOUDY
BUDAPEST;1;2017-05-01 19:19:00;17.4;0;0;CLOUDY
BUDAPEST;2;2017-05-01 19:21:00;14.8;0;0;PARTLY_CLOUDY
BUDAPEST;3;2017-05-01 19:23:00;16;0;0;PARTLY_CLOUDY
SZEGED;1;2017-05-01 19:25:00;21.8;1.28;0.3;FOG
SZEGED;2;2017-05-01 19:27:00;19.1;0;0;HEAVY_CLOUDS
SOPRON;1;2017-05-01 19:29:00;20.5;0;0;PARTLY_CLOUDY
SOPRON;2;2017-05-01 19:31:00;23.5;0;0;CLOUDY
DEBRECEN;1;2017-05-01 19:33:00;22.6;0;0;CLOUDY
DEBRECEN;2;2017-05-01 19:35:00;20.4;0.475;0.3;HEAVY_CLOUDS
DEBRECEN;3;2017-05-01 19:37:00;16.3;1.785;2.6;PARTLY_CLOUDY
BUDAPEST;1;2017-05-01 19:39:00;16.7;55.525;13.2;PARTLY_CLOUDY
BUDAPEST;2;2017-05-01 19:41:00;20.4;8.13;2.4;CLEAR
BUDAPEST;3;2017-05-01 19:43:00;23.2;0;0;HEAVY_CLOUDS
SZEGED;1;2017-05-01 19:45:00;22.3;0;0;HEAVY_CLOUDS
SZEGED;2;2017-05-01 19:47:00;20.1;0;0;FOG
SOPRON;1;2017-05-01 19:49:00;22.3;61.375;20.6;CLOUDY
SOPRON;2;2017-05-01 19:51:00;25.7;2.12;1.1;CLEAR
DEBRECEN;1;2017-05-01 19:53:00;16.5;0;0;PARTLY_CLOUDY
DEBRECEN;2;2017-05-01 19:55:00;13.8;0;0;PARTLY_CLOUDY
DEBRECEN;3;2017-05-01 19:57:00;15.2;0;0;HEAVY_CLOUDS
BUDAPEST;1;2017-05-01 19:59:00;17.8;0;0;FOG
BUDAPEST;2;2017-05-01 20:01:00;19.6;0;0;CLEAR
BUDAPEST;3;2017-05-01 20:03:00;20.3;0;0;CLOUDY
SZEGED;1;2017-05-01 20:05:00;19.5;0;0;HEAVY_CLOUDS
SZEGED;2;2017-05-01 20:07:00;20.6;0;0;CLOUDY
SOPRON;1;2017-05-01 20:09:00;20.1;0;0;CLOUDY
SOPRON;2;2017-05-01 20:11:00;21.4;0;0;FOG
DEBRECEN;1;2017-05-01 20:13:00;23.9;2.59;1;FOG
DEBRECEN;2;2017-05-01 20:15:00;4.7;0.015;0.1;HEAVY_CLOUDS
DEBRECEN;3;2017-05-01 20:17:00;5.1;0;0;PARTLY_CLOUDY
BUDAPEST;1;2017-05-01 20:19:00;6.9;0;0;CLOUDY
BUDAPEST;2;2017-05-01 20:21:00;6.9;39.79;8.4;PARTLY_CLOUDY
BUDAPEST;3;2017-05-01 20:23:00;8.1;0;0;PARTLY_CLOUDY
SZEGED;1;2017-05-01 20:25:00;8.8;0;0;CLOUDY
SZEGED;2;2017-05-01 20:27:00;6.4;9.025;2.3;CLOUDY
SOPRON;1;2017-05-01 20:29:00;5.9;0;0;FOG
SOPRON;2;2017-05-01 20:31:00;6.6;0;0;HEAVY_CLOUDS
DEBRECEN;1;2017-05-01 20:33:00;5.6;0;0;PARTLY_CLOUDY
DEBRECEN;2;2017-05-01 20:35:00;4.8;7.215;3.3;CLOUDY
DEBRECEN;3;2017-05-01 20:37:00;5.1;24.71;11.8;FOG
BUDAPEST;1;2017-05-01 20:39:00;5.3;0;0;CLEAR
BUDAPEST;2;2017-05-01 20:41:00;5.4;0;0;CLOUDY
BUDAPEST;3;2017-05-01 20:43:00;5.5;0;0;PARTLY_CLOUDY
SZEGED;1;2017-05-01 20:45:00;7.5;0;0;FOG
SZEGED;2;2017-05-01 20:47:00;6.7;0;0;PARTLY_CLOUDY
SOPRON;1;2017-05-01 20:49:00;4.5;0;0;PARTLY_CLOUDY
SOPRON;2;2017-05-01 20:51:00;3.5;0;0;CLEAR
DEBRECEN;1;2017-05-01 20:53:00;3;0;0;HEAVY_CLOUDS
DEBRECEN;2;2017-05-01 20:55:00;4.2;11.315;2.9;HEAVY_CLOUDS
DEBRECEN;3;2017-05-01 20:57:00;5;0.14;0.1;CLOUDY
BUDAPEST;1;2017-05-01 20:59:00;8.3;0;0;FOG
BUDAPEST;2;2017-05-01 21:01:00;5.3;0;0;CLOUDY
BUDAPEST;3;2017-05-01 21:03:00;1.7;6.24;1.5;CLOUDY
SZEGED;1;2017-05-01 21:05:00;4;0;0;CLEAR
SZEGED;2;2017-05-01 21:07:00;7.5;0;0;CLEAR
SOPRON;1;2017-05-01 21:09:00;12.4;0;0;PARTLY_CLOUDY
SOPRON;2;2017-05-01 21:11:00;11.1;0;0;CLOUDY
DEBRECEN;1;2017-05-01 21:13:00;10.1;0;0;CLEAR
DEBRECEN;2;2017-05-01 21:15:00;11.9;0;0;FOG
DEBRECEN;3;2017-05-01 21:17:00;13.5;0;0;CLOUDY
BUDAPEST;1;2017-05-01 21:19:00;14.4;0;0;PARTLY_CLOUDY
BUDAPEST;2;2017-05-01 21:21:00;14.9;0;0;FOG
BUDAPEST;3;2017-05-01 21:23:00;16.5;0;0;CLEAR
SZEGED;1;2017-05-01 21:25:00;18.2;0;0;CLOUDY
SZEGED;2;2017-05-01 21:27:00;18;0;0;HEAVY_CLOUDS
SOPRON;1;2017-05-01 21:29:00;17.7;0;0;CLEAR
SOPRON;2;2017-05-01 21:31:00;17.8;6.835;3;HEAVY_CLOUDS
DEBRECEN;1;2017-05-01 21:33:00;17.8;5.58;3.9;PARTLY_CLOUDY
DEBRECEN;2;2017-05-01 21:35:00;18.4;1.075;0.4;CLOUDY
DEBRECEN;3;2017-05-01 21:37:00;18.6;0;0;FOG
